,carat,cut,color,clarity,depth,table,x,y,z,carat_range,price_predicted
2945,0.37,Ideal,G,VVS1,61.4,55.0,4.67,4.71,2.88,bucket_1,2119.582799634035
2946,0.74,Premium,G,SI2,62.7,60.0,5.78,5.73,3.61,bucket_1,2119.582799634035
2947,0.53,Ideal,H,VS1,61.6,57.0,5.18,5.24,3.21,bucket_1,2119.582799634035
2948,0.54,Very Good,E,SI1,60.2,58.0,5.23,5.37,3.19,bucket_1,2119.582799634035
2949,0.71,Fair,J,VS2,64.4,56.0,5.64,5.6,3.62,bucket_1,2119.582799634035
2950,0.32,Ideal,D,SI1,62.0,57.0,4.42,4.38,2.73,bucket_1,2119.582799634035
2951,0.32,Ideal,E,VS1,61.9,56.0,4.38,4.41,2.72,bucket_1,2119.582799634035
2952,0.46,Ideal,I,IF,62.2,55.0,4.94,4.97,3.08,bucket_1,2119.582799634035
2953,0.3,Ideal,G,IF,62.1,54.0,4.3,4.33,2.68,bucket_1,2119.582799634035
2954,0.33,Good,H,VS2,63.8,55.0,4.4,4.44,2.82,bucket_1,2119.582799634035
2955,0.58,Ideal,G,VVS2,61.9,57.0,5.36,5.33,3.31,bucket_1,2119.582799634035
2956,0.32,Good,E,SI1,63.1,56.0,4.36,4.39,2.76,bucket_1,2119.582799634035
2957,0.5,Very Good,F,SI2,62.5,56.0,5.05,5.09,3.17,bucket_1,2119.582799634035
2958,0.52,Ideal,D,VS2,61.8,55.0,5.19,5.16,3.2,bucket_1,2119.582799634035
2959,0.72,Ideal,J,SI1,62.3,56.0,5.75,5.78,3.59,bucket_1,2119.582799634035
2960,0.66,Ideal,D,SI1,62.7,55.0,5.56,5.61,3.5,bucket_1,2119.582799634035
2961,0.36,Premium,F,SI1,61.1,59.0,4.59,4.55,2.79,bucket_1,2119.582799634035
2962,0.41,Ideal,F,IF,62.1,55.0,4.76,4.81,2.97,bucket_1,2119.582799634035
2963,0.52,Premium,F,VS2,62.1,59.0,5.15,5.12,3.19,bucket_1,2119.582799634035
2964,0.5,Very Good,G,VS2,60.9,58.0,5.08,5.1,3.1,bucket_1,2119.582799634035
2965,0.74,Ideal,F,VVS2,61.5,54.0,5.84,5.86,3.6,bucket_1,2119.582799634035
2966,0.52,Ideal,F,VVS1,62.3,56.0,5.14,5.16,3.21,bucket_1,2119.582799634035
2967,0.28,Very Good,E,VS1,60.9,59.0,4.19,4.22,2.56,bucket_1,2119.582799634035
2968,0.7,Very Good,E,SI1,63.3,58.0,5.63,5.57,3.55,bucket_1,2119.582799634035
2969,0.32,Ideal,H,VS2,62.2,57.0,4.38,4.36,2.72,bucket_1,2119.582799634035
2970,0.7,Good,H,VVS2,61.4,64.0,5.73,5.61,3.48,bucket_1,2119.582799634035
2971,0.3,Very Good,G,VVS2,59.7,63.0,4.34,4.37,2.6,bucket_1,2119.582799634035
2972,0.52,Premium,F,SI1,61.1,59.0,5.21,5.17,3.17,bucket_1,2119.582799634035
2973,0.31,Premium,I,VS1,62.6,59.0,4.29,4.33,2.7,bucket_1,2119.582799634035
2974,0.32,Ideal,G,VVS2,61.7,57.0,4.41,4.44,2.73,bucket_1,2119.582799634035
2975,0.32,Ideal,E,VS2,62.1,55.0,4.43,4.4,2.74,bucket_1,2119.582799634035
2976,0.36,Ideal,G,SI1,61.4,55.0,4.61,4.64,2.84,bucket_1,2119.582799634035
2977,0.5,Ideal,G,VVS2,61.4,57.0,5.1,5.13,3.14,bucket_1,2119.582799634035
2978,0.54,Ideal,H,VVS1,61.8,55.0,5.21,5.24,3.23,bucket_1,2119.582799634035
2979,0.32,Premium,G,SI1,62.6,58.0,4.35,4.37,2.73,bucket_1,2119.582799634035
2980,0.71,Premium,D,SI1,61.3,58.0,5.75,5.73,3.52,bucket_1,2119.582799634035
2981,0.7,Good,E,SI2,62.9,56.0,5.63,5.66,3.55,bucket_1,2119.582799634035
2982,0.73,Premium,D,VS2,59.8,58.0,5.89,5.85,3.51,bucket_1,2119.582799634035
2983,0.41,Ideal,F,VVS1,61.7,57.0,4.77,4.8,2.95,bucket_1,2119.582799634035
2984,0.24,Ideal,F,VVS1,61.1,56.0,4.01,4.05,2.47,bucket_1,2119.582799634035
2985,0.55,Premium,G,SI1,60.1,61.0,5.32,5.29,3.19,bucket_1,2119.582799634035
2986,0.71,Fair,F,SI1,59.8,70.0,5.89,5.72,3.48,bucket_1,2119.582799634035
2987,0.37,Very Good,E,VVS1,60.9,56.0,4.65,4.67,2.84,bucket_1,2119.582799634035
2988,0.3,Ideal,F,VVS2,62.3,54.0,4.32,4.35,2.7,bucket_1,2119.582799634035
2989,0.51,Very Good,G,VS2,63.5,57.0,5.06,5.05,3.21,bucket_1,2119.582799634035
2990,0.41,Very Good,I,VVS2,59.9,57.0,4.87,4.91,2.93,bucket_1,2119.582799634035
2991,0.55,Very Good,G,SI1,60.1,61.0,5.32,5.29,3.19,bucket_1,2119.582799634035
2992,0.53,Good,E,VS2,63.7,55.0,5.15,5.12,3.27,bucket_1,2119.582799634035
2993,0.5,Ideal,H,VS1,61.4,54.0,5.13,5.16,3.16,bucket_1,2119.582799634035
2994,0.33,Ideal,E,VVS1,62.2,55.0,4.42,4.46,2.76,bucket_1,2119.582799634035
2995,0.3,Ideal,D,VS2,61.1,56.0,4.32,4.36,2.65,bucket_1,2119.582799634035
2996,0.4,Very Good,F,VS1,60.4,58.0,4.75,4.79,2.88,bucket_1,2119.582799634035
2997,0.64,Good,F,I1,57.3,64.0,5.75,5.69,3.28,bucket_1,2119.582799634035
2998,0.53,Ideal,E,VS2,60.9,59.0,5.17,5.21,3.16,bucket_1,2119.582799634035
2999,0.41,Ideal,F,VS1,62.0,56.0,4.77,4.81,2.97,bucket_1,2119.582799634035
3000,0.7,Very Good,G,SI1,62.7,55.0,5.63,5.66,3.54,bucket_1,2119.582799634035
3001,0.54,Ideal,G,SI1,62.0,54.0,5.25,5.27,3.26,bucket_1,2119.582799634035
3002,0.5,Ideal,I,SI1,62.0,55.0,5.09,5.14,3.17,bucket_1,2119.582799634035
3003,0.34,Ideal,D,VS2,62.1,55.0,4.49,4.46,2.78,bucket_1,2119.582799634035
3004,0.34,Ideal,E,VS1,62.4,55.0,4.47,4.44,2.78,bucket_1,2119.582799634035
3005,0.32,Good,H,SI1,63.1,55.0,4.34,4.37,2.75,bucket_1,2119.582799634035
3006,0.49,Very Good,F,SI1,62.3,57.0,5.05,5.07,3.15,bucket_1,2119.582799634035
3007,0.38,Ideal,E,IF,61.1,56.0,4.67,4.72,2.87,bucket_1,2119.582799634035
3008,0.57,Ideal,I,VS2,61.8,57.0,5.31,5.34,3.29,bucket_1,2119.582799634035
3009,0.36,Ideal,D,SI1,62.0,56.0,4.55,4.61,2.84,bucket_1,2119.582799634035
3010,0.4,Good,F,SI1,63.6,56.0,4.68,4.63,2.96,bucket_1,2119.582799634035
3011,0.29,Ideal,F,VVS1,61.1,57.0,4.26,4.29,2.61,bucket_1,2119.582799634035
3012,0.44,Premium,G,SI1,61.9,59.0,4.87,4.82,3.0,bucket_1,2119.582799634035
3013,0.36,Premium,E,VS2,61.3,60.0,4.54,4.59,2.8,bucket_1,2119.582799634035
3014,0.71,Ideal,H,SI1,62.3,54.0,5.74,5.76,3.58,bucket_1,2119.582799634035
3015,0.41,Very Good,H,VS2,63.4,58.0,4.77,4.66,2.99,bucket_1,2119.582799634035
3016,0.57,Ideal,G,VS1,62.1,56.0,5.33,5.3,3.3,bucket_1,2119.582799634035
3017,0.36,Very Good,F,VS2,61.3,59.0,4.55,4.6,2.79,bucket_1,2119.582799634035
3018,0.55,Ideal,D,VS1,61.8,55.0,5.29,5.32,3.28,bucket_1,2119.582799634035
3019,0.3,Ideal,D,VVS2,59.5,56.0,4.38,4.42,2.62,bucket_1,2119.582799634035
3020,0.71,Ideal,D,SI2,62.5,57.0,5.7,5.73,3.57,bucket_1,2119.582799634035
3021,0.75,Ideal,J,SI2,60.8,57.0,5.91,5.87,3.58,bucket_1,2119.582799634035
3022,0.51,Premium,E,SI1,58.8,58.0,5.28,5.23,3.09,bucket_1,2119.582799634035
3023,0.67,Fair,I,VS2,57.2,70.0,5.82,5.75,3.31,bucket_1,2119.582799634035
3024,0.3,Premium,G,VVS1,60.7,58.0,4.34,4.36,2.64,bucket_1,2119.582799634035
3025,0.38,Ideal,I,VVS1,60.6,58.0,4.69,4.71,2.85,bucket_1,2119.582799634035
3026,0.7,Ideal,G,VS1,61.3,59.0,5.68,5.7,3.49,bucket_1,2119.582799634035
3027,0.43,Premium,G,VVS1,62.0,59.0,4.8,4.82,2.98,bucket_1,2119.582799634035
3028,0.5,Very Good,E,VS2,61.2,63.0,5.14,5.09,3.13,bucket_1,2119.582799634035
3029,0.33,Ideal,E,VS2,61.1,56.0,4.45,4.48,2.73,bucket_1,2119.582799634035
3030,0.57,Ideal,G,SI2,61.6,54.0,5.35,5.37,3.3,bucket_1,2119.582799634035
3031,0.7,Fair,I,VS2,64.7,60.0,5.55,5.49,3.57,bucket_1,2119.582799634035
3032,0.51,Ideal,D,VS2,61.9,57.0,5.15,5.09,3.17,bucket_1,2119.582799634035
3033,0.38,Ideal,D,VS1,62.3,54.0,4.64,4.7,2.9,bucket_1,2119.582799634035
3034,0.3,Good,G,VVS2,57.9,61.0,4.4,4.42,2.56,bucket_1,2119.582799634035
3035,0.31,Premium,F,VS2,62.3,59.0,4.33,4.3,2.69,bucket_1,2119.582799634035
3036,0.4,Ideal,G,VS2,62.1,58.0,4.68,4.72,2.92,bucket_1,2119.582799634035
3037,0.54,Very Good,G,VS1,61.6,56.0,5.23,5.26,3.23,bucket_1,2119.582799634035
3038,0.4,Very Good,J,IF,62.2,61.0,4.68,4.71,2.92,bucket_1,2119.582799634035
3039,0.5,Premium,E,VS1,58.8,62.0,5.17,5.14,3.03,bucket_1,2119.582799634035
3040,0.36,Ideal,D,VS2,61.5,57.0,4.56,4.58,2.81,bucket_1,2119.582799634035
3041,0.35,Premium,G,VS1,62.3,59.0,4.49,4.53,2.81,bucket_1,2119.582799634035
3042,0.53,Premium,G,VS2,59.9,60.0,5.28,5.24,3.15,bucket_1,2119.582799634035
3043,0.25,Good,E,VVS2,63.1,56.0,4.0,4.05,2.54,bucket_1,2119.582799634035
3044,0.3,Premium,D,SI1,62.0,60.0,4.26,4.29,2.65,bucket_1,2119.582799634035
3045,0.52,Premium,E,SI1,59.8,61.0,5.2,5.17,3.1,bucket_1,2119.582799634035
3046,0.31,Premium,I,VS1,60.8,59.0,4.37,4.41,2.67,bucket_1,2119.582799634035
3047,0.31,Premium,E,SI1,59.3,59.0,4.48,4.42,2.64,bucket_1,2119.582799634035
3048,0.31,Ideal,G,VS1,60.6,56.0,4.38,4.4,2.66,bucket_1,2119.582799634035
3049,0.54,Ideal,F,VS2,61.3,57.0,5.29,5.24,3.23,bucket_1,2119.582799634035
3050,0.42,Very Good,H,SI1,63.2,58.0,4.79,4.77,3.02,bucket_1,2119.582799634035
3051,0.51,Premium,G,VS2,62.3,59.0,5.1,5.07,3.17,bucket_1,2119.582799634035
3052,0.4,Good,D,SI2,63.1,56.0,4.65,4.67,2.94,bucket_1,2119.582799634035
3053,0.3,Ideal,E,VS2,61.5,55.0,4.29,4.33,2.65,bucket_1,2119.582799634035
3054,0.31,Ideal,D,SI2,62.5,55.0,4.34,4.3,2.7,bucket_1,2119.582799634035
3055,0.31,Very Good,H,VS2,63.1,57.0,4.31,4.28,2.71,bucket_1,2119.582799634035
3056,0.7,Ideal,E,SI1,61.6,57.0,5.71,5.76,3.53,bucket_1,2119.582799634035
3057,0.54,Ideal,D,VVS2,61.2,55.0,5.31,5.25,3.23,bucket_1,2119.582799634035
3058,0.47,Good,E,VS1,58.3,61.2,5.11,5.15,2.98,bucket_1,2119.582799634035
3059,0.73,Ideal,F,SI1,61.6,55.0,5.77,5.81,3.56,bucket_1,2119.582799634035
3060,0.56,Good,F,VS1,58.6,62.0,5.3,5.45,3.16,bucket_1,2119.582799634035
3061,0.34,Ideal,F,VS2,61.0,57.0,4.5,4.48,2.74,bucket_1,2119.582799634035
3062,0.34,Ideal,E,SI1,61.2,57.0,4.48,4.51,2.75,bucket_1,2119.582799634035
3063,0.33,Good,E,SI1,63.8,55.0,4.38,4.36,2.79,bucket_1,2119.582799634035
3064,0.33,Ideal,H,VS1,61.5,56.0,4.47,4.44,2.74,bucket_1,2119.582799634035
3065,0.32,Premium,E,VVS1,60.8,59.0,4.43,4.45,2.7,bucket_1,2119.582799634035
3066,0.25,Ideal,G,SI1,62.6,53.0,4.04,4.07,2.54,bucket_1,2119.582799634035
3067,0.53,Premium,D,SI1,60.0,58.0,5.24,5.29,3.16,bucket_1,2119.582799634035
3068,0.31,Premium,E,VS2,61.6,59.0,4.32,4.35,2.67,bucket_1,2119.582799634035
3069,0.56,Very Good,F,SI1,63.2,56.0,5.29,5.24,3.33,bucket_1,2119.582799634035
3070,0.32,Ideal,F,VS2,62.3,56.0,4.37,4.4,2.73,bucket_1,2119.582799634035
3071,0.53,Very Good,D,VS1,59.4,59.0,5.25,5.32,3.14,bucket_1,2119.582799634035
3072,0.31,Ideal,E,SI2,59.5,61.0,4.42,4.45,2.64,bucket_1,2119.582799634035
3073,0.52,Ideal,E,VS1,62.6,57.0,5.15,5.11,3.21,bucket_1,2119.582799634035
3074,0.7,Premium,F,SI2,60.3,58.0,5.79,5.76,3.48,bucket_1,2119.582799634035
3075,0.33,Premium,E,VS1,60.9,58.0,4.49,4.45,2.72,bucket_1,2119.582799634035
3076,0.3,Ideal,E,VVS1,62.1,56.0,4.3,4.33,2.68,bucket_1,2119.582799634035
3077,0.52,Good,E,VS2,63.3,56.0,5.08,5.12,3.23,bucket_1,2119.582799634035
3078,0.3,Premium,H,VS2,62.2,59.0,4.28,4.31,2.67,bucket_1,2119.582799634035
3079,0.71,Ideal,H,SI2,62.7,55.0,5.68,5.64,3.56,bucket_1,2119.582799634035
3080,0.56,Premium,G,SI2,59.6,58.0,5.42,5.35,3.21,bucket_1,2119.582799634035
3081,0.3,Very Good,G,VS1,60.8,56.0,4.35,4.37,2.65,bucket_1,2119.582799634035
3082,0.27,Premium,F,IF,61.7,57.0,4.21,4.12,2.57,bucket_1,2119.582799634035
3083,0.73,Very Good,D,SI1,62.2,57.0,5.74,5.78,3.58,bucket_1,2119.582799634035
3084,0.32,Ideal,E,VS2,62.1,55.0,4.4,4.36,2.72,bucket_1,2119.582799634035
3085,0.3,Ideal,F,SI1,62.8,56.0,4.26,4.24,2.67,bucket_1,2119.582799634035
3086,0.66,Ideal,H,SI1,62.4,58.0,5.53,5.56,3.46,bucket_1,2119.582799634035
3087,0.64,Ideal,G,SI1,61.6,55.0,5.55,5.59,3.43,bucket_1,2119.582799634035
3088,0.55,Ideal,E,VS2,62.0,56.0,5.26,5.25,3.26,bucket_1,2119.582799634035
3089,0.25,Very Good,F,VVS2,59.3,59.0,4.15,4.18,2.47,bucket_1,2119.582799634035
3090,0.32,Premium,E,SI1,61.2,58.0,4.42,4.37,2.69,bucket_1,2119.582799634035
3091,0.37,Ideal,G,SI1,61.0,56.0,4.61,4.68,2.84,bucket_1,2119.582799634035
3092,0.32,Ideal,H,IF,62.0,55.0,4.39,4.42,2.73,bucket_1,2119.582799634035
3093,0.45,Good,E,SI1,63.9,57.0,4.81,4.86,3.09,bucket_1,2119.582799634035
3094,0.31,Ideal,I,IF,62.2,54.0,4.36,4.39,2.72,bucket_1,2119.582799634035
3095,0.27,Premium,D,VS2,62.0,57.0,4.15,4.11,2.56,bucket_1,2119.582799634035
3096,0.31,Ideal,E,VS1,61.9,56.0,4.34,4.32,2.68,bucket_1,2119.582799634035
3097,0.52,Ideal,E,VS2,60.7,56.0,5.2,5.24,3.17,bucket_1,2119.582799634035
3098,0.3,Ideal,E,SI1,61.9,57.0,4.29,4.33,2.67,bucket_1,2119.582799634035
3099,0.57,Ideal,F,SI1,61.9,56.0,5.33,5.37,3.31,bucket_1,2119.582799634035
3100,0.31,Ideal,I,SI1,61.9,56.0,4.33,4.36,2.69,bucket_1,2119.582799634035
3101,0.71,Premium,D,VS2,62.1,60.0,5.72,5.68,3.54,bucket_1,2119.582799634035
3102,0.41,Premium,F,VVS2,60.4,58.0,4.8,4.84,2.91,bucket_1,2119.582799634035
3103,0.74,Ideal,E,SI1,61.6,54.0,5.82,5.9,3.61,bucket_1,2119.582799634035
3104,0.41,Very Good,J,VS1,60.8,61.0,4.72,4.79,2.89,bucket_1,2119.582799634035
3105,0.54,Good,H,SI1,63.3,57.0,5.15,5.22,3.28,bucket_1,2119.582799634035
3106,0.42,Ideal,E,SI1,61.5,55.0,4.82,4.9,2.99,bucket_1,2119.582799634035
3107,0.37,Very Good,G,SI2,63.3,55.0,4.61,4.58,2.91,bucket_1,2119.582799634035
3108,0.54,Ideal,G,SI2,61.8,54.0,5.24,5.28,3.25,bucket_1,2119.582799634035
3109,0.57,Ideal,D,SI2,61.4,56.0,5.33,5.38,3.29,bucket_1,2119.582799634035
3110,0.73,Premium,F,SI2,61.6,58.0,5.79,5.73,3.55,bucket_1,2119.582799634035
3111,0.7,Very Good,E,VS2,58.7,63.0,5.73,5.69,3.35,bucket_1,2119.582799634035
3112,0.41,Ideal,D,SI1,61.0,57.0,4.8,4.78,2.92,bucket_1,2119.582799634035
3113,0.71,Fair,F,SI1,57.0,62.0,5.84,5.87,3.34,bucket_1,2119.582799634035
3114,0.4,Very Good,H,SI1,62.1,62.0,4.7,4.73,2.93,bucket_1,2119.582799634035
3115,0.34,Ideal,F,VS1,62.1,57.0,4.49,4.53,2.8,bucket_1,2119.582799634035
3116,0.28,Very Good,D,VVS2,62.2,59.0,4.18,4.21,2.61,bucket_1,2119.582799634035
3117,0.51,Ideal,G,VS1,60.2,56.0,5.2,5.24,3.14,bucket_1,2119.582799634035
3118,0.57,Ideal,H,SI2,61.5,55.0,5.35,5.38,3.3,bucket_1,2119.582799634035
3119,0.7,Premium,G,VVS1,61.2,56.0,5.75,5.68,3.5,bucket_1,2119.582799634035
3120,0.66,Very Good,E,VVS1,61.8,55.0,5.6,5.66,3.48,bucket_1,2119.582799634035
3121,0.71,Premium,H,VS1,62.9,57.0,5.72,5.67,3.58,bucket_1,2119.582799634035
3122,0.71,Very Good,G,SI1,61.7,56.0,5.7,5.74,3.53,bucket_1,2119.582799634035
3123,0.63,Ideal,G,IF,61.9,56.0,5.5,5.52,3.41,bucket_1,2119.582799634035
3124,0.52,Premium,D,SI1,61.5,55.0,5.21,5.19,3.2,bucket_1,2119.582799634035
3125,0.51,Very Good,H,VS1,60.7,56.0,5.16,5.2,3.15,bucket_1,2119.582799634035
3126,0.41,Ideal,G,SI1,61.9,54.0,4.77,4.82,2.97,bucket_1,2119.582799634035
3127,0.74,Ideal,I,VS1,62.5,56.0,5.76,5.8,3.61,bucket_1,2119.582799634035
3128,0.73,Ideal,I,VS2,61.6,54.0,5.81,5.84,3.59,bucket_1,2119.582799634035
3129,0.7,Fair,G,VVS1,58.8,66.0,5.81,5.9,3.44,bucket_1,2119.582799634035
3130,0.23,Very Good,E,VVS2,63.0,58.0,3.92,3.95,2.48,bucket_1,2119.582799634035
3131,0.33,Ideal,E,VS2,62.3,56.0,4.46,4.47,2.78,bucket_1,2119.582799634035
3132,0.42,Premium,D,VS1,60.8,59.0,4.85,4.79,2.93,bucket_1,2119.582799634035
3133,0.5,Very Good,G,VVS2,60.0,56.0,5.18,5.21,3.12,bucket_1,2119.582799634035
3134,0.3,Premium,J,VS1,61.2,61.0,4.33,4.3,2.64,bucket_1,2119.582799634035
3135,0.43,Very Good,G,SI2,61.3,56.2,4.87,4.89,2.99,bucket_1,2119.582799634035
3136,0.4,Very Good,F,SI1,62.9,57.0,4.68,4.7,2.95,bucket_1,2119.582799634035
3137,0.3,Ideal,G,IF,61.8,57.0,4.28,4.31,2.65,bucket_1,2119.582799634035
3138,0.58,Good,G,VS2,58.4,59.0,5.4,5.46,3.17,bucket_1,2119.582799634035
3139,0.42,Ideal,D,VVS2,62.0,55.0,4.81,4.84,2.99,bucket_1,2119.582799634035
3140,0.28,Ideal,H,IF,63.0,55.0,4.14,4.19,2.62,bucket_1,2119.582799634035
3141,0.4,Good,E,SI1,64.2,56.0,4.66,4.69,3.0,bucket_1,2119.582799634035
3142,0.51,Premium,G,SI1,60.3,61.0,5.19,5.12,3.11,bucket_1,2119.582799634035
3143,0.38,Premium,D,VS2,61.6,59.0,4.66,4.62,2.86,bucket_1,2119.582799634035
3144,0.34,Premium,E,VS2,61.0,59.0,4.51,4.48,2.74,bucket_1,2119.582799634035
3145,0.3,Good,E,SI1,63.7,59.0,4.27,4.21,2.7,bucket_1,2119.582799634035
3146,0.49,Premium,G,SI1,60.6,60.0,5.1,5.06,3.08,bucket_1,2119.582799634035
3147,0.51,Ideal,F,SI1,61.9,56.0,5.11,5.16,3.18,bucket_1,2119.582799634035
3148,0.44,Ideal,E,VVS2,61.8,56.0,4.88,4.93,3.03,bucket_1,2119.582799634035
3149,0.3,Ideal,G,SI2,60.6,56.0,4.35,4.4,2.65,bucket_1,2119.582799634035
3150,0.34,Ideal,D,IF,62.1,57.0,4.46,4.52,2.79,bucket_1,2119.582799634035
3151,0.31,Ideal,F,VS1,62.4,55.0,4.37,4.35,2.72,bucket_1,2119.582799634035
3152,0.54,Good,H,VS1,63.2,58.0,5.12,5.16,3.25,bucket_1,2119.582799634035
3153,0.45,Ideal,D,SI1,60.6,55.0,4.99,4.97,3.02,bucket_1,2119.582799634035
3154,0.59,Ideal,G,SI2,60.6,56.0,5.44,5.46,3.3,bucket_1,2119.582799634035
3155,0.73,Ideal,F,VVS1,61.9,56.0,5.83,5.76,3.59,bucket_1,2119.582799634035
3156,0.32,Very Good,G,VS1,61.3,62.0,4.39,4.42,2.7,bucket_1,2119.582799634035
3157,0.33,Ideal,H,VVS1,62.1,55.0,4.46,4.5,2.78,bucket_1,2119.582799634035
3158,0.32,Ideal,E,VS2,62.9,56.0,4.39,4.36,2.75,bucket_1,2119.582799634035
3159,0.32,Very Good,F,VS2,61.5,59.7,4.32,4.39,2.68,bucket_1,2119.582799634035
3160,0.37,Very Good,E,VS2,60.6,58.0,4.62,4.65,2.81,bucket_1,2119.582799634035
3161,0.32,Very Good,G,VS2,60.9,58.0,4.42,4.45,2.7,bucket_1,2119.582799634035
3162,0.32,Premium,F,VS2,60.6,59.0,4.44,4.4,2.68,bucket_1,2119.582799634035
3163,0.31,Ideal,F,IF,62.2,54.0,4.37,4.41,2.73,bucket_1,2119.582799634035
3164,0.41,Premium,G,VS1,62.1,60.0,4.72,4.78,2.95,bucket_1,2119.582799634035
3165,0.57,Premium,F,VS2,60.3,58.0,5.4,5.44,3.27,bucket_1,2119.582799634035
3166,0.55,Very Good,E,VS1,62.8,56.0,5.2,5.24,3.28,bucket_1,2119.582799634035
3167,0.27,Ideal,H,VS2,61.8,56.0,4.15,4.17,2.57,bucket_1,2119.582799634035
3168,0.52,Good,D,VS2,63.4,56.0,5.09,5.16,3.25,bucket_1,2119.582799634035
3169,0.56,Ideal,D,SI1,62.3,57.0,5.24,5.26,3.27,bucket_1,2119.582799634035
3170,0.38,Premium,H,VS2,60.9,60.0,4.67,4.62,2.83,bucket_1,2119.582799634035
3171,0.31,Ideal,E,VS2,62.0,56.0,4.36,4.38,2.71,bucket_1,2119.582799634035
3172,0.3,Premium,I,VVS2,61.7,58.0,4.28,4.37,2.67,bucket_1,2119.582799634035
3173,0.3,Premium,H,VVS1,61.3,61.0,4.29,4.26,2.62,bucket_1,2119.582799634035
3174,0.31,Ideal,D,SI2,62.0,56.0,4.33,4.35,2.69,bucket_1,2119.582799634035
3175,0.33,Ideal,I,IF,62.1,55.0,4.44,4.41,2.75,bucket_1,2119.582799634035
3176,0.27,Premium,G,VS2,62.4,59.0,4.13,4.11,2.57,bucket_1,2119.582799634035
3177,0.4,Ideal,I,VVS1,63.0,55.0,4.7,4.73,2.97,bucket_1,2119.582799634035
3178,0.58,Ideal,E,VS2,62.1,55.0,5.35,5.34,3.32,bucket_1,2119.582799634035
3179,0.53,Premium,E,SI2,59.9,58.0,5.31,5.27,3.17,bucket_1,2119.582799634035
3180,0.61,Ideal,F,VVS2,61.4,56.0,5.44,5.49,3.36,bucket_1,2119.582799634035
3181,0.3,Ideal,F,VVS1,61.1,56.0,4.33,4.38,2.66,bucket_1,2119.582799634035
3182,0.46,Ideal,J,VS1,62.6,53.9,4.92,4.95,3.09,bucket_1,2119.582799634035
3183,0.3,Very Good,F,VVS1,61.6,59.0,4.29,4.33,2.66,bucket_1,2119.582799634035
3184,0.3,Very Good,D,SI2,62.2,59.0,4.25,4.3,2.66,bucket_1,2119.582799634035
3185,0.51,Ideal,F,VVS2,61.9,56.0,5.09,5.14,3.16,bucket_1,2119.582799634035
3186,0.31,Ideal,F,VVS1,62.1,56.0,4.35,4.38,2.71,bucket_1,2119.582799634035
3187,0.33,Ideal,E,VS2,61.8,55.0,4.45,4.48,2.76,bucket_1,2119.582799634035
3188,1.1,Ideal,G,VS1,61.3,56.0,6.65,6.69,4.09,bucket_4,4857.400954653938
3189,2.28,Ideal,G,SI2,61.6,57.0,8.44,8.37,5.18,bucket_4,4857.400954653938
3190,2.01,Very Good,J,VS2,60.8,58.0,8.08,8.16,4.94,bucket_4,4857.400954653938
3191,1.06,Ideal,G,SI2,62.2,57.0,6.51,6.49,4.04,bucket_4,4857.400954653938
3192,2.66,Good,H,SI2,64.3,60.0,8.71,8.65,5.58,bucket_4,4857.400954653938
3193,1.26,Premium,D,SI2,61.9,58.0,6.88,6.81,4.24,bucket_4,4857.400954653938
3194,1.06,Ideal,E,VS2,61.3,57.0,6.54,6.57,4.02,bucket_4,4857.400954653938
3195,1.26,Very Good,F,IF,60.0,60.0,7.04,7.09,4.24,bucket_4,4857.400954653938
3196,1.14,Ideal,J,VS1,61.6,56.0,6.71,6.73,4.14,bucket_4,4857.400954653938
3197,1.51,Premium,H,SI1,62.8,60.0,7.22,7.14,4.51,bucket_4,4857.400954653938
3198,1.12,Ideal,H,SI2,61.4,56.0,6.69,6.66,4.1,bucket_4,4857.400954653938
3199,1.33,Premium,G,SI2,60.3,58.0,7.19,7.16,4.33,bucket_4,4857.400954653938
3200,1.35,Ideal,H,VVS1,61.9,57.0,7.06,7.09,4.38,bucket_4,4857.400954653938
3201,1.23,Ideal,H,IF,61.3,57.0,6.87,6.92,4.23,bucket_4,4857.400954653938
3202,1.25,Ideal,G,SI2,61.1,55.0,6.95,6.99,4.26,bucket_4,4857.400954653938
3203,1.12,Good,E,SI1,64.3,57.0,6.56,6.5,4.2,bucket_4,4857.400954653938
3204,1.5,Premium,H,VS2,62.4,59.0,7.32,7.29,4.56,bucket_4,4857.400954653938
3205,1.5,Very Good,F,SI1,63.0,55.0,7.27,7.31,4.59,bucket_4,4857.400954653938
3206,2.48,Premium,I,SI2,63.0,62.0,8.62,8.58,5.42,bucket_4,4857.400954653938
3207,1.13,Very Good,I,VS2,60.7,58.0,6.72,6.75,4.09,bucket_4,4857.400954653938
3208,1.09,Ideal,I,VS2,61.9,56.0,6.62,6.67,4.09,bucket_4,4857.400954653938
3209,1.52,Ideal,H,VS2,61.8,54.0,7.42,7.43,4.59,bucket_4,4857.400954653938
3210,1.16,Premium,H,SI2,62.6,57.0,6.75,6.67,4.2,bucket_4,4857.400954653938
3211,1.13,Good,G,I1,63.4,58.0,6.58,6.61,4.18,bucket_4,4857.400954653938
3212,1.08,Very Good,D,VS1,60.5,58.0,6.53,6.63,3.98,bucket_4,4857.400954653938
3213,1.51,Ideal,J,VS1,61.6,58.0,7.35,7.43,4.55,bucket_4,4857.400954653938
3214,1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,bucket_4,4857.400954653938
